,brand,price,originalpr,colour,shoetype,bargain
5077,Caprice,62.95,69.95,nut suede,sandals,7.0
5078,Vagabond,99.99,149.99,khaki,boots,50.000000000000014
5079,adidas Originals,119.95,119.95,off white/wonder beige,trainers,0.0
5080,Simmi London,32.95,54.95,silver metallic,sandals,22.0
5081,Betsy,49.99,59.99,pink,mules,10.0
5082,Tamaris,69.95,69.95,taupe,sandals,0.0
5083,Tamaris,49.95,59.95,white,mules,10.0
5084,Kaporal,49.0,49.0,black,mules,0.0
5085,Menbur,52.45,74.95,gold,sandals,22.5
5086,Esprit,39.99,49.99,orange,sandals,10.0
5087,Gabor,84.95,89.95,silber,heels,5.0
5088,WITTCHEN,140.0,239.0,black,slip-ons,99.0
5089,Lloyd,149.9,149.9,schwarz,slip-ons,0.0
5090,Next,60.0,60.0,silver,mixed,0.0
5091,South Beach,43.16,53.95,multi coloured,mixed,10.790000000000006
5092,Creeks,29.99,29.99,white,trainers,0.0
5093,Birkenstock,40.41,45.0,black,slides,4.590000000000003
5094,Caprice,79.95,79.95,black nappa,lace-ups,0.0
5095,Apple of Eden,149.9,149.9,dunkelblau,trainers,0.0
5096,Inselhauptstadt,19.99,79.99,beige,espadrilles,60.0
5097,Anna Field,22.49,27.99,light pink,sandals,5.5
5098,Cesare Gaspari,58.0,128.0,green,sandals,70.0
5099,RYŁKO,44.99,69.99,beżowy,mules,24.999999999999993
5100,Caprice,59.95,59.95,black comb,sandals,0.0
5101,Tamaris,84.95,99.95,fire,sandals,15.0
5102,Palado,34.95,79.95,green,slip-ons,45.0
5103,Anna Field,55.99,69.99,metallic black,heels,13.999999999999993
5104,Thea Mika,144.46,169.95,mineral,heels,25.48999999999998
5105,Gabor,83.95,119.95,topas,heels,36.0
5106,Tamaris,39.99,39.99,black,mules,0.0
5107,Betsy,49.99,49.99,white,heels,0.0
5108,Tamaris,49.95,49.95,silver,sandals,0.0
5109,Pier One,18.79,24.99,grey,trainers,6.199999999999999
5110,Tamaris,89.95,89.95,black patent,heels,0.0
5111,Anna Field Wide Fit,36.19,44.99,light green,heels,8.800000000000004
5112,Andrea Conti,99.95,99.95,blau,boots,0.0
5113,Tamaris,59.95,59.95,black,mules,0.0
5114,Jana,59.95,59.95,black,slip-ons,0.0
5115,Buffalo,62.99,89.99,black,sandals,26.999999999999993
5116,Gabor Comfort,124.95,124.95,black,slip-ons,0.0
5117,Gabor,89.95,89.95,sand,heels,0.0
5118,Gabor,69.95,99.95,schilf,sandals,30.0
5119,Guess,56.95,114.95,white/lime,trainers,58.0
5120,Freyling,23.99,99.99,schwarz grau,trainers,76.0
5121,Menbur,89.95,89.95,ivory,sandals,0.0
5122,Even&Odd,19.99,39.99,white,heels,20.000000000000004
5123,Mexx,79.95,79.95,gold,sandals,0.0
5124,Tamaris,52.1,59.95,sand comb,sandals,7.850000000000001
5125,White Sun,32.5,65.0,silver,mules,32.5
5126,La Strada,49.99,74.99,beige,boots,24.999999999999993
5127,Marco Tozzi,74.95,74.95,taupe,boots,0.0
5128,TOM TAILOR,32.18,49.99,blau,trainers,17.810000000000002
5129,s.Oliver,41.95,59.95,black,sandals,18.0
5130,Vans,89.95,89.95,cornstalk/marshmallow,trainers,0.0
5131,Nike Sportswear,159.95,159.95,phantom/black/sail/hemp/buff gold/light orewood brown,trainers,0.0
5132,Buffalo,89.99,119.99,silver-coloured,trainers,30.0
5133,Steve Madden,84.95,99.95,black,sandals,15.0
5134,British Knights,49.66,69.95,black,trainers,20.290000000000006
5135,Cesare Gaspari,175.0,220.0,black,boots,45.0
5136,Guess,104.95,104.95,black,trainers,0.0
5137,Anna Field Wide Fit,29.89,34.99,white,trainers,5.100000000000001
5138,Nine West,34.99,89.99,nude,heels,54.99999999999999
5139,River Island,44.0,44.0,gold,mules,0.0
5140,Kazar,109.99,109.99,beige,heels,0.0
5141,Palado,34.95,84.95,silber,mules,50.0
5142,New Balance,88.0,110.0,alloy/white,trainers,22.0
5143,Apple of Eden,149.95,149.95,schwarz,trainers,0.0
5144,Lauren Ralph Lauren,119.95,119.95,deep saddle tan,heels,0.0
5145,Rieker,47.45,49.95,schwarz,boots,2.5
5146,Betsy,34.99,49.99,green,mules,15.0
5147,Högl,103.9,129.9,schwarz,mules,26.0
5148,LOLA CASADEMUNT,89.95,89.95,cream,pumps,0.0
5149,New Balance,119.95,119.95,black ,trainers,0.0
5150,Skechers Sport,94.69,99.99,white,trainers,5.299999999999997
5151,Les Tropeziennes par M Belarbi,69.9,69.9,black,sandals,0.0
5152,Creeks,35.99,35.99,white,trainers,0.0
5153,Freyling,27.99,119.99,blau,trainers,92.0
5154,Marco Tozzi,44.95,49.95,rose metallic,sandals,5.0
5155,Betsy,49.99,114.99,black,boots,65.0
5156,Inselhauptstadt,36.99,164.99,beige,slip-ons,128.0
5157,Paul Green,125.21,134.9,grün,sandals,9.690000000000012
5158,Gabor,69.95,99.95,silber/stone/schwarz,sandals,30.0
5159,s.Oliver,59.95,59.95,black,trainers,0.0
5160,Skechers,44.79,59.95,navy,sandals,15.160000000000004
5161,Freyling,17.99,69.99,grau,trainers,52.0
5162,Kazar,89.99,89.99,beige,sandals,0.0
5163,PULL&BEAR,22.99,35.99,pink,sandals,13.000000000000004
5164,Esprit,33.99,49.99,taupe,mules,16.0
5165,GANT,34.95,69.95,vintage cream,mules,35.0
5166,Ipanema,16.79,16.79,black,mixed,0.0
5167,Bosanova,36.99,40.99,transparente,sandals,4.0
5168,Palado,29.95,69.95,grau light,mules,40.0
5169,Mustang,49.98,69.95,cognac,boots,19.970000000000006
5170,Even&Odd,21.09,29.99,black,pumps,8.899999999999999
5171,Bershka,35.99,35.99,transparent,mules,0.0
5172,Ekonika,87.3,291.0,mocco,boots,203.7
5173,Skechers Sport,78.0,119.0,white/multicolor,trainers,41.0
5174,Skechers Sport,62.96,69.95,weiss,trainers,6.990000000000002
5175,Pikolinos,89.96,99.95,black ,sandals,9.990000000000009
5176,Marco Tozzi,39.95,49.95,powder ,sandals,10.0
5177,Calvin Klein Jeans,98.96,109.95,eggshell/ancient white,trainers,10.990000000000009
5178,Högl,99.95,150.0,lightnude ,pumps,50.05
5179,Anna Field,38.69,54.99,white,pumps,16.300000000000004
5180,Peter Kaiser,169.9,169.9,black,heels,0.0
5181,Ca'Shott,111.99,159.99,taupe,boots,48.000000000000014
5182,Toni Pons,69.95,69.95,negre,espadrilles,0.0
5183,Derimod,99.99,99.99,black,sandals,0.0
5184,Tamaris,89.95,89.95,red nubuc,boots,0.0
5185,Geox,69.95,79.95,lt gold off white,sandals,10.0
5186,Inselhauptstadt,41.99,124.99,dunkelblau,boots,83.0
5187,Puma,97.99,117.95,white/warm white,trainers,19.960000000000008
5188,Anna Field,34.99,34.99,black,boots,0.0
5189,Puma,65.95,109.95,ivory glow,trainers,44.0
5190,Nine West,44.99,119.99,white,heels,75.0
5191,Jana,39.95,39.95,sage,sandals,0.0
5192,Bagatt,69.95,69.95,schwarz,trainers,0.0
5193,Pier One,30.99,34.99,light grey,trainers,4.0000000000000036
5194,Les Tropeziennes par M Belarbi,69.9,69.9,tan/or,sandals,0.0
5195,ara,76.89,99.95,wei,trainers,23.060000000000002
5196,Marco Tozzi,39.95,49.95,white,slip-ons,10.0
5197,RAID,89.99,89.99,pink,boots,0.0
5198,Marks & Spencer,69.95,69.95,medium green,heels,0.0
5199,White Sun,40.0,80.0,leopard print,sandals,40.0
5200,Skechers,69.95,69.95,black,trainers,0.0
5201,Audley,129.0,219.0,light brown,sandals,90.0
5202,Skechers,73.99,73.99,blanco,trainers,0.0
5203,Rieker,62.95,69.95,black,boots,7.0
5204,Gioseppo,54.95,109.95,off white,espadrilles,55.0
5205,Skechers Sport,41.95,69.95,black,trainers,28.0
5206,adidas Originals,69.95,69.95,quarz/white/caber met,trainers,0.0
5207,Next,70.0,70.0,black,lace-ups,0.0
5208,Geox,119.95,119.95,black,heels,0.0
5209,ONLY SHOES,37.69,49.99,pink,sandals,12.300000000000004
5210,Bershka,39.99,39.99,black,sandals,0.0
5211,Palado,24.95,74.95,black,mules,50.0
5212,Anna Field,26.39,34.99,white/lilac,trainers,8.600000000000001
5213,Bershka,19.99,19.99,red,heels,0.0
5214,Anna Field,33.99,39.99,cognac,boots,6.0
5215,Tamaris,99.95,99.95,mocca,boots,0.0
5216,Hummel,41.96,59.95,lavender blue,trainers,17.990000000000002
5217,Betsy,59.99,114.99,green,boots,54.99999999999999
5218,Anna Field,41.99,59.99,gold,sandals,18.0
5219,Marco Tozzi,39.95,49.95,lavender,heels,10.0
5220,Selected Femme,159.99,159.99,black,slip-ons,0.0
5221,adidas Originals,141.95,149.95,beige/alumina/better scarlet,trainers,8.0
5222,Nine West,59.99,109.99,beige,wedges,49.99999999999999
5223,Even&Odd,57.99,64.99,taupe ,boots,6.999999999999993
5224,Wojas,99.9,99.9,silver-coloured,heels,0.0
5225,Copenhagen Shoes,119.95,119.95,black,sandals,0.0
5226,Dr. Martens,191.95,239.95,black ,boots,48.0
5227,Tamaris,59.45,69.95,light gold glam,heels,10.5
5228,Anna Field Wide Fit,34.99,69.99,dark blue,boots,34.99999999999999
5229,White Sun,40.0,80.0,leopard print,mules,40.0
5230,Anna Field,24.99,49.99,black,boots,25.000000000000004
5231,Jolana & Fenena,86.99,129.99,dunkelgrau,boots,43.000000000000014
5232,Tamaris,79.95,79.95,black,boots,0.0
5233,Tamaris,69.95,69.95,olive,trainers,0.0
5234,adidas Originals,89.95,99.95,collegiate green/off white/semi court green,trainers,10.0
5235,Nike Sportswear,84.95,99.95,sail/black/team orange/white,trainers,15.0
5236,Zign,63.99,74.99,black,heels,10.999999999999993
5237,RYŁKO,89.99,89.99,black,heels,0.0
5238,Skechers Sport,79.95,79.95,natural/pink,trainers,0.0
5239,Lloyd,99.95,149.9,weiß,trainers,49.95
5240,Hummel,45.46,64.95,white,trainers,19.490000000000002
5241,Tamaris,58.95,69.95,ivory ,trainers,11.0
5242,Wojas,139.9,139.9,black,heels,0.0
5243,Anna Field,35.99,39.99,taupe,boots,4.0
5244,Unisa,94.95,99.95,blau,boots,5.0
5245,Paul Green,159.9,159.9,maincalf s suede black,trainers,0.0
5246,Woden,89.95,89.95,blanc ,trainers,0.0
5247,Tamaris,119.9,119.9,black,boots,0.0
5248,Les Tropeziennes par M Belarbi,75.0,75.0,gold,sandals,0.0
5249,Dr. Brinkmann,59.95,59.95,beige,clogs,0.0
5250,Where’s That From,44.99,44.99,black suede,sandals,0.0
5251,Rieker,58.34,64.95,weiß,lace-ups,6.609999999999999
5252,Massimo Dutti,99.95,99.95,black,pumps,0.0
5253,Lloyd,119.95,149.9,braun,trainers,29.950000000000003
5254,Stradivarius,29.99,29.99,black,slip-ons,0.0
5255,Anna Field,39.99,39.99,light blue,heels,0.0
5256,Cesare Gaspari,115.0,165.0,fushia,slip-ons,50.0
5257,Nike Sportswear,99.95,99.95,sail/bronzine/light orewood brown/amber brown,trainers,0.0
5258,Paez,49.9,49.9,coral,espadrilles,0.0
5259,TOM TAILOR,32.18,49.99,navy,sandals,17.810000000000002
5260,Even&Odd,33.89,44.99,multi-coloured,trainers,11.100000000000001
5261,Jana,34.95,49.95,rose,heels,15.0
5262,Anna Field,21.99,44.99,beige,boots,23.000000000000004
5263,Musk,49.99,99.99,black,mules,49.99999999999999
5264,ASICS SportStyle,99.95,99.95,white/clay canyon,trainers,0.0
5265,Even&Odd,54.99,54.99,black,boots,0.0
5266,Lynfield,20.99,84.99,nude,trainers,64.0
5267,Wojas,64.9,64.9,beige,boots,0.0
5268,Esprit,44.99,69.99,caramel,sandals,24.999999999999993
5269,Wojas,69.9,69.9,white,trainers,0.0
5270,Marc O'Polo,69.95,119.95,white,trainers,50.0
5271,Cruz,49.9,64.9, mermaid,sandals,15.000000000000007
5272,Mexx,47.95,79.95,gold,sandals,32.0
5273,Nine West,49.99,109.99,black,mules,59.99999999999999
5274,Tommy Hilfiger,29.18,44.9,feather white,sandals,15.719999999999999
5275,Skechers Sport,79.95,109.95,red,trainers,30.0
5276,Paul Green,118.95,169.95,schwarz,slip-ons,50.999999999999986
5277,Marc O'Polo,109.95,129.95,natural/sand,trainers,19.999999999999986
5278,DC Shoes,12.6,18.0,black/white,sandals,5.4
5279,MONA,41.99,64.99,taupe,lace-ups,22.999999999999993
5280,Cesare Gaspari,76.0,190.0,beige,heels,114.0
5281,Even&Odd,39.99,44.99,beige,boots,5.0
5282,La Strada,45.95,69.95,beige tumble,mules,24.0
5283,Anna Field,19.99,39.99,lilac,sandals,20.000000000000004
5284,Polo Ralph Lauren,56.0,80.0,black/white,slides,24.0
5285,Anna Field,38.69,54.99,light pink,pumps,16.300000000000004
5286,South Beach,42.25,46.95,tan,sandals,4.700000000000003
5287,Les Tropeziennes par M Belarbi,75.0,75.0,brown,sandals,0.0
5288,BIOSOFT,46.95,79.95,schwarz,slippers,33.0
5289,Caprice,49.96,69.95,sand comb,heels,19.990000000000002
5290,PULL&BEAR,39.99,39.99,black,boots,0.0
5291,Wojas,74.9,74.9,black,wedges,0.0
5292,Anna Field,35.19,49.99,beige,sandals,14.800000000000004
5293,Pier One,29.99,59.99,beige,heels,30.000000000000004
5294,Esprit,35.99,35.99,black,mules,0.0
5295,Zign,34.99,69.99,multicoloured,espadrilles,34.99999999999999
5296,Kazar,83.99,119.99,beige,sandals,36.0
5297,Timberland,56.95,95.0,deep lichen green,sandals,38.05
5298,Tommy Jeans,80.95,89.95,pink alert,trainers,9.0
5299,Reebok Classic,84.95,89.95,core black/pure grey 5,trainers,5.0
5300,Nine West,39.99,109.99,fuchia,sandals,70.0
5301,Vans,89.95,89.95,black/marshmallow,trainers,0.0
5302,FRED MARTIN COLLECTION,63.95,80.0,black leather,mules,16.049999999999997
5303,Anna Field,24.09,29.99,green,sandals,5.899999999999999
5304,Mexx,88.95,88.95,black black,trainers,0.0
5305,Wojas,64.9,64.9,beige,sandals,0.0
5306,Cesare Gaspari,58.0,138.0,white,sandals,80.0
5307,Gabor Comfort,79.95,79.95,schwarz kork/schw,sandals,0.0
5308,Tamaris,69.95,79.95,fuxia,sandals,10.0
5309,Cesare Gaspari,68.0,148.0,orange,sandals,80.0
5310,Call it Spring,64.95,64.95,other yellow,heels,0.0
5311,Anna Field,119.99,119.99,cognac,boots,0.0
5312,s.Oliver,62.95,69.99,black comb,boots,7.039999999999992
5313,Mexx,55.97,79.95,beige,trainers,23.980000000000004
5314,Kazar,123.99,154.99,black,sandals,31.000000000000014
5315,Skechers Sport,99.95,99.95,black,trainers,0.0
5316,British Knights,49.45,54.95,schwarz,trainers,5.5
5317,YOURTURN,27.99,39.99,white,trainers,12.000000000000004
5318,New Balance,91.09,114.0,sandstone ,trainers,22.909999999999997
5319,Cesare Gaspari,78.0,139.0,pink,mules,61.0
5320,Cesare Gaspari,65.0,178.0,black,slip-ons,113.0
5321,Wojas,89.9,89.9,white ,sandals,0.0
5322,British Knights,64.95,64.95,black black,trainers,0.0
5323,Allbirds,120.0,120.0,navy night,pumps,0.0
5324,ONLY SHOES,34.99,34.99,light brown/ multi-coloured,espadrilles,0.0
5325,Ipanema,22.99,22.99,black/silver,mixed,0.0
5326,Nine West,49.99,89.99,tan,sandals,39.99999999999999
5327,Gabor,74.95,74.95,weiß ,sandals,0.0
5328,ONLY SHOES,24.89,44.99,pink,sandals,20.1
5329,Tamaris,39.95,49.95,white metallic,trainers,10.0
5330,Wojas,114.9,114.9,black,heels,0.0
5331,Lloyd,129.9,129.9,schwarz,lace-ups,0.0
5332,Hummel,41.95,59.95,black,trainers,18.0
5333,Tommy Hilfiger,25.93,39.9,space blue,sandals,13.969999999999999
5334,Tamaris,47.9,59.95,pepper,boots,12.050000000000004
5335,Puma,51.95,64.95,warm white/frosty pink,trainers,13.0
5336,Salamander,79.95,79.95,gold,sandals,0.0
5337,Tamaris,89.95,89.95,black,boots,0.0
5338,Cesare Gaspari,128.0,165.0,green,moccasins,37.0
5339,Clarks,129.95,129.95,black,heels,0.0
5340,Jolana & Fenena,52.99,99.99,beige,boots,46.99999999999999
5341,Steve Madden,101.95,119.95,black,sandals,18.0
5342,Tamaris,49.95,49.95,black,sandals,0.0
5343,Call it Spring,38.95,64.95,black,sandals,26.0
5344,Bullboxer,71.97,119.95,black,boots,47.980000000000004
5345,Derimod,89.99,89.99,beige,sandals,0.0
5346,Bershka,29.99,29.99,black,trainers,0.0
5347,Anna Field,35.99,39.99,black,boots,4.0
5348,Copenhagen Shoes,127.95,149.95,baby blue,heels,21.999999999999986
5349,CUPLÉ,92.0,115.0,gold,mules,23.0
5350,ONLY SHOES,24.09,29.99,gold,sandals,5.899999999999999
5351,Derimod,69.99,99.99,stone,mules,30.0
5352,Gabor,64.95,129.95,lightgrey/uni,slip-ons,64.99999999999999
5353,Next,64.0,64.0,black,mixed,0.0
5354,Beck,22.99,22.99,pink,mixed,0.0
5355,Skechers Sport,89.95,89.95,white/silver ,trainers,0.0
5356,Tamaris,56.65,59.99,black,sandals,3.3400000000000034
5357,Ca'Shott,89.99,99.99,black,sandals,10.0
5358,Betsy,44.99,99.99,black,boots,54.99999999999999
5359,FRED MARTIN COLLECTION,99.0,110.0,fungo suede,espadrilles,11.0
5360,Queen Helena,31.5,35.0,fucsia,sandals,3.5
5361,Tamaris,69.95,79.95,black leather,slip-ons,10.0
5362,Clarks,99.95,99.95,black,boots,0.0
5363,Tamaris,59.95,59.95,navy,boots,0.0
5364,La Strada,52.1,59.95,beige,heels,7.850000000000001
5365,Copenhagen Shoes,89.95,89.95,cloud,mules,0.0
5366,Stradivarius,45.99,45.99,black,boots,0.0
5367,New Look Wide Fit,44.99,44.99,black,mixed,0.0
5368,Crosby,34.99,44.99,black,slip-ons,10.0
5369,Skechers Wide Fit,64.95,64.95,blush ,trainers,0.0
5370,Queen Helena,39.9,39.9,nero,mules,0.0
5371,Guess,80.0,160.0,bianco,sandals,80.0
5372,Tamaris,49.95,99.95,beige,boots,50.0
5373,Vans,85.0,85.0,black,trainers,0.0
5374,PULL&BEAR,49.99,49.99,black,boots,0.0
5375,Cesare Gaspari,76.0,138.0,white,mules,62.0
5376,Wojas,84.9,84.9,silver coloured,mules,0.0
5377,Tamaris,35.95,59.95,black matt,sandals,24.0
5378,Tamaris,51.95,69.95,black,mules,18.0
5379,Steve Madden,116.95,129.95,red ,heels,12.999999999999986
5380,Paul Vesterbro,54.99,79.99,cognac,boots,24.999999999999993
5381,Inselhauptstadt,21.99,89.99,rot,boots,68.0
5382,Palado,44.95,79.95,schwarz,sandals,35.0
5383,Rohde,55.96,69.95,olive,mules,13.990000000000002
5384,POD,79.2,99.0,black,sandals,19.799999999999997
5385,Pepe Jeans,52.5,105.0,light peach,trainers,52.5
5386,Maripé,159.0,159.0,grau,heels,0.0
5387,Nine West,49.99,119.99,green,trainers,70.0
5388,Kazar,86.99,144.99,black,slip-ons,58.000000000000014
5389,Even&Odd,69.99,69.99,blue denim,boots,0.0
5390,Ambellis,39.99,119.99,schwarz,boots,80.0
5391,RYŁKO,89.99,89.99,black,heels,0.0
5392,Anna Field,74.99,74.99,black,boots,0.0
5393,Gabor,99.95,99.95,marine,pumps,0.0
5394,Ekonika,110.4,276.0,black,boots,165.6
5395,Anna Field,89.99,99.99,black,boots,10.0
5396,Monki,42.9,50.0,black dark,slip-ons,7.100000000000001
5397,Palado,19.95,74.95,flieder,mules,55.0
5398,Marco Tozzi,59.95,59.95,cream ,trainers,0.0
5399,Sioux,79.95,129.95,beige,trainers,49.999999999999986
5400,ÁNGEL ALARCÓN,68.95,124.95,dream nacre,heels,56.0
5401,Clarks,65.95,109.95,white combi,lace-ups,44.0
5402,Unisa,121.7,139.95,weiß,sandals,18.249999999999986
5403,Anna Field,44.99,89.99,taupe,boots,44.99999999999999
5404,Jana,29.95,29.95,black,pumps,0.0
5405,PULL&BEAR,27.99,39.99,light blue,heels,12.000000000000004
5406,Tamaris,41.95,49.95,camel,sandals,8.0
5407,Giulia,79.99,79.99,pink,heels,0.0
5408,Wojas,114.9,114.9,black,heels,0.0
5409,Caprice,50.95,99.99,chestnut antic ,boots,49.03999999999999
5410,Puma,83.95,119.95,white/ice flow,trainers,36.0
5411,Monki,75.0,75.0,black dark ,boots,0.0
5412,Maripé,127.55,139.9,schwarz,heels,12.350000000000009
5413,Dr. Martens,229.95,229.95,Black,boots,0.0
5414,Tamaris,71.96,79.95,black nappa,heels,7.990000000000009
5415,adidas Originals,93.95,109.95,core black/beige/footwear white,trainers,16.0
5416,MCM,195.0,195.0,cognac,mules,0.0
5417,Paul Green,119.95,159.9,blau,trainers,39.95
5418,Buffalo,104.99,104.99,white,trainers,0.0
5419,Anna Field Wide Fit,49.99,49.99,beige,boots,0.0
5420,Guess,85.0,170.0,rosa,heels,85.0
5421,Monki,45.0,45.0,black,heels,0.0
5422,Ca'Shott,118.99,169.99,seta topo,boots,51.000000000000014
5423,McKinley,49.99,99.99,gold,boots,49.99999999999999
5424,Nike Sportswear,84.99,84.99,phantom white summit white sesame,trainers,0.0
5425,Nine West,39.99,149.99,lilac,heels,110.0
5426,Anna Field,26.99,29.99,black,trainers,3.0
5427,Xaver Luis,159.0,159.0,graphit,heels,0.0
5428,Jana,49.95,49.95,black,heels,0.0
5429,Anna Field,35.99,59.99,black,boots,24.0
5430,ALDO,62.95,89.95,red,heels,27.0
5431,Anna Field,49.99,49.99,cognac,sandals,0.0
5432,Inselhauptstadt,24.99,104.99,blau,slip-ons,80.0
5433,Puma,89.95,89.95,white/black ,trainers,0.0
5434,Apple of Eden,149.95,149.95,taupe,trainers,0.0
5435,Palado,19.95,74.95,flieder metallic,mules,55.0
5436,Paul Green,101.95,134.9,schwarz,slip-ons,32.95
5437,Skechers,48.95,54.95,gray ,trainers,6.0
5438,Wojas,149.9,149.9,black,boots,0.0
5439,British Knights,49.75,59.95,hard pink,trainers,10.200000000000003
5440,Anna Field,33.99,39.99,black,heels,6.0
5441,Philip Hog,89.0,89.0,white/grey,trainers,0.0
5442,Tamaris,79.95,79.95,ivory,sandals,0.0
5443,Inselhauptstadt,41.99,124.99,braun,boots,83.0
5444,Wojas,44.9,49.9,black,mules,5.0
5445,White Sun,35.0,70.0,blue melange,mules,35.0
5446,Apple of Eden,69.95,79.95,oliv,sandals,10.0
5447,Maripé,138.19,179.9,grau,pumps,41.71000000000001
5448,Tommy Hilfiger,64.93,99.9,weiß,pumps,34.97
5449,Tamaris,48.81,49.95,black matt,heels,1.1400000000000006
5450,Lloyd,149.9,149.9,braun,slip-ons,0.0
5451,Esprit,39.99,59.99,black,trainers,20.0
5452,Nine West,59.99,149.99,dark blue,heels,90.0
5453,Kazar,77.5,154.99,beige,heels,77.49000000000001
5454,PULL&BEAR,29.99,29.99,black,heels,0.0
5455,Gioseppo,59.45,84.95,black,mules,25.5
5456,Nine West,59.99,79.99,black,mules,19.999999999999993
5457,Skechers Sport,89.95,89.95,camel,trainers,0.0
5458,Wojas,114.9,114.9,beige,trainers,0.0
5459,adidas Originals,76.95,109.95,core black/carbon,trainers,33.0
5460,GANT,83.95,119.95,white,trainers,36.0
5461,Anna Field,49.99,49.99,beige,boots,0.0
5462,Gabor Comfort,79.95,99.95,puder,pumps,20.0
5463,O'Neill,21.59,35.99,purple rose,sandals,14.400000000000002
5464,Bagatt,89.95,89.95,black,boots,0.0
5465,Tamaris,59.95,79.95,black leather,sandals,20.0
5466,Pier One,27.99,27.99,black,trainers,0.0
5467,Nine West,69.99,109.99,silver,sandals,40.0
5468,ONLY SHOES,69.99,69.99,black,boots,0.0
5469,Tamaris,69.95,69.95,black,pumps,0.0
5470,Skechers Sport,89.95,99.95,black ,trainers,10.0
5471,WJS,29.9,39.9,złote wjs,sandals,10.0
5472,Cesare Gaspari,58.0,155.0,red,sandals,97.0
5473,Madden Girl,74.95,74.95,black paris,sandals,0.0
5474,UGG,159.95,159.95,marrone,boots,0.0
5475,Tamaris,69.95,69.95,white,sandals,0.0
5476,Tamaris,79.95,79.95,beige,boots,0.0
5477,Crosby,37.99,54.99,black,trainers,17.0
5478,POD,63.2,79.0,black,mules,15.799999999999997
5479,Ambellis,35.99,104.99,schwarz,boots,69.0
5480,Bosanova,36.99,40.99,black,mules,4.0
5481,Tommy Hilfiger,22.68,34.9,space blue,slides,12.219999999999999
5482,CHARLES FOOTWEAR,87.0,99.0,black,slip-ons,12.0
5483,Bershka,35.99,35.99,beige,boots,0.0
5484,Marco Tozzi,44.95,69.95,white comb,heels,25.0
5485,Lynfield,30.99,134.99,rosa/blau,trainers,104.00000000000001
5486,Clarks,129.95,129.95,black,boots,0.0
5487,Tommy Jeans,103.95,109.9,classic beige,trainers,5.950000000000003
5488,Palado,29.95,74.95,türkis lack,mules,45.0
5489,Palado,39.95,79.95,rose bronze,sandals,40.0
5490,Marco Tozzi,79.95,79.95,black glitter,boots,0.0
5491,Anna Field,34.99,69.99,white,heels,34.99999999999999
5492,Castañer,93.95,134.95,rosa gold-coloured,sandals,40.999999999999986
5493,Kazar,144.99,144.99,beige,sandals,0.0
5494,LASCANA,39.99,39.99,weiß,trainers,0.0
5495,Even&Odd,49.99,49.99,orange ,boots,0.0
5496,Stradivarius,29.99,29.99,green,trainers,0.0
5497,TOM TAILOR,42.18,59.99,black,sandals,17.810000000000002
5498,Call it Spring,33.95,39.95,black,sandals,6.0
5499,RAID,44.19,54.99,nude,sandals,10.800000000000004
5500,Even&Odd,23.99,26.99,grey,slippers,3.0
5501,Tamaris,99.95,99.95,black,boots,0.0
5502,Anna Field,22.59,29.99,white,sandals,7.399999999999999
5503,Caprice,55.95,69.95,cactus nubuc,sandals,14.0
5504,Giulia,79.99,79.99,purple,heels,0.0
5505,Gabor,88.9,99.95,bleu marine,sandals,11.049999999999997
5506,Jolana & Fenena,103.99,149.99,schwarz,boots,46.000000000000014
5507,Bullboxer,89.95,89.95,cognac,boots,0.0
5508,RYŁKO,49.99,94.99,czarny,sandals,44.99999999999999
5509,Wojas,64.9,64.9,black,sandals,0.0
5510,UGG,154.95,154.95,black,boots,0.0
5511,Carvela,55.0,135.0,blush,sandals,80.0
5512,Wojas,49.9,59.9,brązowe ,sandals,10.0
5513,Tamaris,59.95,59.95,black,sandals,0.0
5514,Palado,49.95,79.95,blau,mules,30.0
5515,Inuovo,89.95,89.95,gold crema gca,sandals,0.0
5516,Toni Pons,34.95,34.95,multi,slippers,0.0
5517,Marco Tozzi,50.95,59.95,cream comb,mules,9.0
5518,Call it Spring,64.95,64.95,black,mules,0.0
5519,Wojas,162.9,162.9,brown,boots,0.0
5520,Tamaris,47.96,59.95,white/cognac,sandals,11.990000000000002
5521,Betsy,59.99,59.99,black,sandals,0.0
5522,YOURTURN,9.99,19.99,black,trainers,9.999999999999998
5523,Kazar,119.99,119.99,taupe,sandals,0.0
5524,Buffalo,99.95,99.95,beige,sandals,0.0
5525,Pier One,30.99,34.99,grey,slippers,4.0000000000000036
5526,Anna Field,79.99,79.99,beige,boots,0.0
5527,Bullboxer,41.97,69.95,black,boots,27.980000000000004
5528,British Knights,49.66,69.95,blue creme gradient,trainers,20.290000000000006
5529,Puma,59.95,59.95,gray/black/white,trainers,0.0
5530,Andrea Conti,71.96,79.95,braun cognac,slip-ons,7.990000000000009
5531,Bullboxer,109.95,109.95,black,boots,0.0
5532,Tamaris,69.95,69.95,beige comb,sandals,0.0
5533,Tamaris,62.95,69.95,offwhite,trainers,7.0
5534,Tamaris,54.95,99.95,black,boots,45.0
5535,Jolana & Fenena,59.99,119.99,schwarz,boots,59.99999999999999
5536,Even&Odd,21.09,29.99,orange ,sandals,8.899999999999999
5537,Nike Sportswear,94.95,99.95,white/black,trainers,5.0
5538,Even&Odd,24.99,49.99,black,heels,25.000000000000004
5539,Palado,34.95,69.95,beige,slides,35.0
